job_title
"Chatbot Operator"
"Automation Analyst"
"Data Entry Clerk"
"Automation Analyst"
"ML Engineer"
"Chatbot Operator"
"RPA Developer"
"ML Engineer"
"AI Engineer"
"AI Engineer"
"Data Entry Clerk"
"Automation Analyst"
"RPA Developer"
"AI Engineer"
"ML Engineer"
"ML Engineer"
"RPA Developer"
"AI Engineer"
"Data Entry Clerk"
"AI Engineer"
"RPA Developer"
"Chatbot Operator"
"Automation Analyst"
"ML Engineer"
"AI Engineer"
"AI Engineer"
"ML Engineer"
"AI Engineer"
"RPA Developer"
"AI Engineer"
"AI Engineer"
"Data Entry Clerk"
"Automation Analyst"
"Automation Analyst"
"Automation Analyst"
"Automation Analyst"
"AI Engineer"
"RPA Developer"
"Data Entry Clerk"
"Chatbot Operator"
"AI Engineer"
"RPA Developer"
"Data Entry Clerk"
"AI Engineer"
"RPA Developer"
"AI Engineer"
"Data Entry Clerk"
"Automation Analyst"
"ML Engineer"
"AI Engineer"
"Data Entry Clerk"
"Chatbot Operator"
"Automation Analyst"
"RPA Developer"
"AI Engineer"
"ML Engineer"
"Automation Analyst"
"Data Entry Clerk"
"Chatbot Operator"
"RPA Developer"
"AI Engineer"
"ML Engineer"
"Chatbot Operator"
"RPA Developer"
"Chatbot Operator"
"AI Engineer"
"Chatbot Operator"
"Chatbot Operator"
"ML Engineer"
"ML Engineer"
"ML Engineer"
"RPA Developer"
"Automation Analyst"
"RPA Developer"
"Automation Analyst"
"AI Engineer"
"Data Entry Clerk"
"Chatbot Operator"
"ML Engineer"
"RPA Developer"
"Data Entry Clerk"
"AI Engineer"
"Automation Analyst"
"RPA Developer"
"ML Engineer"
"ML Engineer"
"Automation Analyst"
"Automation Analyst"
"RPA Developer"
"Data Entry Clerk"
"AI Engineer"
"Data Entry Clerk"
"AI Engineer"
"Automation Analyst"
"Data Entry Clerk"
"ML Engineer"
"Automation Analyst"
"AI Engineer"
"RPA Developer"
"RPA Developer"
"AI Engineer"
"ML Engineer"
"Chatbot Operator"
"Automation Analyst"
"Chatbot Operator"
"AI Engineer"
"AI Engineer"
"Automation Analyst"
"RPA Developer"
"Chatbot Operator"
"AI Engineer"
"Automation Analyst"
"Chatbot Operator"
"Automation Analyst"
"Automation Analyst"
"Chatbot Operator"
"Chatbot Operator"
"Automation Analyst"
"AI Engineer"
"Automation Analyst"
"ML Engineer"
"ML Engineer"
"Chatbot Operator"
"Chatbot Operator"
"ML Engineer"
"AI Engineer"
"Data Entry Clerk"
"AI Engineer"
"Automation Analyst"
"Data Entry Clerk"
"RPA Developer"
"Automation Analyst"
"Chatbot Operator"
"ML Engineer"
"Automation Analyst"
"ML Engineer"
"Chatbot Operator"
"RPA Developer"
"ML Engineer"
"RPA Developer"
"Automation Analyst"
"ML Engineer"
"Automation Analyst"
"ML Engineer"
"Automation Analyst"
"ML Engineer"
"RPA Developer"
"Data Entry Clerk"
"Automation Analyst"
"AI Engineer"
"Chatbot Operator"
"Automation Analyst"
"RPA Developer"
"Chatbot Operator"
"AI Engineer"
"AI Engineer"
"Automation Analyst"
"RPA Developer"
"Chatbot Operator"
"AI Engineer"
"Data Entry Clerk"
"RPA Developer"
"RPA Developer"
"RPA Developer"
"Chatbot Operator"
"Chatbot Operator"
"AI Engineer"
"Automation Analyst"
"ML Engineer"
"ML Engineer"
"Automation Analyst"
"Automation Analyst"
"AI Engineer"
"Automation Analyst"
"Data Entry Clerk"
"Chatbot Operator"
"Data Entry Clerk"
"AI Engineer"
"ML Engineer"
"AI Engineer"
"ML Engineer"
"AI Engineer"
"Data Entry Clerk"
"Chatbot Operator"
"AI Engineer"
"ML Engineer"
"AI Engineer"
"Chatbot Operator"
"Chatbot Operator"
"RPA Developer"
"Chatbot Operator"
"Data Entry Clerk"
"Chatbot Operator"
"RPA Developer"
"ML Engineer"
"RPA Developer"
"Automation Analyst"
"ML Engineer"
"Automation Analyst"
"Data Entry Clerk"
"Automation Analyst"
"RPA Developer"
"ML Engineer"
"Data Entry Clerk"
"ML Engineer"
"Automation Analyst"
"Chatbot Operator"
"Data Entry Clerk"
"Chatbot Operator"
"Data Entry Clerk"
"Chatbot Operator"
"Data Entry Clerk"
"AI Engineer"
"ML Engineer"
"Chatbot Operator"
"Data Entry Clerk"
"RPA Developer"
"ML Engineer"
"RPA Developer"
"Automation Analyst"
"Automation Analyst"
"ML Engineer"
"RPA Developer"
"Automation Analyst"
"Automation Analyst"
"Data Entry Clerk"
"AI Engineer"
"Automation Analyst"
"Automation Analyst"
"Chatbot Operator"
"Data Entry Clerk"
"Data Entry Clerk"
"AI Engineer"
"Automation Analyst"
"Automation Analyst"
"Automation Analyst"
"RPA Developer"
"Automation Analyst"
"ML Engineer"
"AI Engineer"
"Automation Analyst"
"Automation Analyst"
"ML Engineer"
"ML Engineer"
"Data Entry Clerk"
"Data Entry Clerk"
"Chatbot Operator"
"ML Engineer"
"RPA Developer"
"Chatbot Operator"
"AI Engineer"
"RPA Developer"
"RPA Developer"
"Chatbot Operator"
"ML Engineer"
"Data Entry Clerk"
"Chatbot Operator"
"Chatbot Operator"
"RPA Developer"
"Chatbot Operator"
"Automation Analyst"
"Automation Analyst"
"AI Engineer"
"Chatbot Operator"
"ML Engineer"
"Automation Analyst"
"Data Entry Clerk"
"RPA Developer"
"AI Engineer"
"Automation Analyst"
"ML Engineer"
"Chatbot Operator"
"Chatbot Operator"
"Data Entry Clerk"
"ML Engineer"
"RPA Developer"
"Automation Analyst"
"Chatbot Operator"
"AI Engineer"
"RPA Developer"
"Automation Analyst"
"ML Engineer"
"Data Entry Clerk"
"Chatbot Operator"
"Automation Analyst"
"Chatbot Operator"
"RPA Developer"
"Chatbot Operator"
"ML Engineer"
"Chatbot Operator"
"Automation Analyst"
"Chatbot Operator"
"RPA Developer"
"Chatbot Operator"
"ML Engineer"
"Chatbot Operator"
"ML Engineer"
"AI Engineer"
"Data Entry Clerk"
"RPA Developer"
"Automation Analyst"
"Data Entry Clerk"
"AI Engineer"
"RPA Developer"
"AI Engineer"
"Automation Analyst"
"AI Engineer"
"Automation Analyst"
"RPA Developer"
"Data Entry Clerk"
"RPA Developer"
"Data Entry Clerk"
"Chatbot Operator"
"Chatbot Operator"
"AI Engineer"
"RPA Developer"
"Data Entry Clerk"
"RPA Developer"
"ML Engineer"
"Data Entry Clerk"
"Data Entry Clerk"
"ML Engineer"
"Automation Analyst"
"RPA Developer"
"Automation Analyst"
"Automation Analyst"
"Automation Analyst"
"Chatbot Operator"
"Automation Analyst"
"Data Entry Clerk"
"Automation Analyst"
"Chatbot Operator"
"RPA Developer"
"RPA Developer"
"Chatbot Operator"
"Data Entry Clerk"
"AI Engineer"
"AI Engineer"
"Data Entry Clerk"
"AI Engineer"
"RPA Developer"
"AI Engineer"
"Automation Analyst"
"Automation Analyst"
"Automation Analyst"
"AI Engineer"
"RPA Developer"
"RPA Developer"
"Data Entry Clerk"
"Automation Analyst"
"ML Engineer"
"Data Entry Clerk"
"ML Engineer"
"ML Engineer"
"Data Entry Clerk"
"AI Engineer"
"Data Entry Clerk"
"RPA Developer"
"ML Engineer"
"Chatbot Operator"
"RPA Developer"
"Automation Analyst"
"Chatbot Operator"
"Automation Analyst"
"Automation Analyst"
"ML Engineer"
"Automation Analyst"
"ML Engineer"
"ML Engineer"
"RPA Developer"
"RPA Developer"
"RPA Developer"
"Data Entry Clerk"
"Automation Analyst"
"AI Engineer"
"ML Engineer"
"Automation Analyst"
"RPA Developer"
"ML Engineer"
"AI Engineer"
"Automation Analyst"
"AI Engineer"
"ML Engineer"
"ML Engineer"
"AI Engineer"
"Chatbot Operator"
"Chatbot Operator"
"Automation Analyst"
"RPA Developer"
"Chatbot Operator"
"ML Engineer"
"Chatbot Operator"
"RPA Developer"
"RPA Developer"
"Chatbot Operator"
"ML Engineer"
"RPA Developer"
"Data Entry Clerk"
"Automation Analyst"
"Chatbot Operator"
"Data Entry Clerk"
"RPA Developer"
"RPA Developer"
"Data Entry Clerk"
"AI Engineer"
"Automation Analyst"
"RPA Developer"
"AI Engineer"
"ML Engineer"
"Data Entry Clerk"
"Data Entry Clerk"
"Data Entry Clerk"
"Chatbot Operator"
"AI Engineer"
"AI Engineer"
"Chatbot Operator"
"AI Engineer"
"Chatbot Operator"
"Automation Analyst"
"AI Engineer"
"Chatbot Operator"
"Automation Analyst"
"Chatbot Operator"
"RPA Developer"
"Data Entry Clerk"
"ML Engineer"
"Automation Analyst"
"Automation Analyst"
"Chatbot Operator"
"AI Engineer"
"Chatbot Operator"
"AI Engineer"
"ML Engineer"
"Data Entry Clerk"
"Chatbot Operator"
"AI Engineer"
"Chatbot Operator"
"ML Engineer"
"Automation Analyst"
"ML Engineer"
"Chatbot Operator"
"AI Engineer"
"AI Engineer"
"Automation Analyst"
"Data Entry Clerk"
"RPA Developer"
"AI Engineer"
"RPA Developer"
"AI Engineer"
"AI Engineer"
"RPA Developer"
"Chatbot Operator"
"ML Engineer"
"Automation Analyst"
"Data Entry Clerk"
"AI Engineer"
"Data Entry Clerk"
"Chatbot Operator"
"ML Engineer"
"Data Entry Clerk"
"RPA Developer"
"Chatbot Operator"
"AI Engineer"
"Data Entry Clerk"
"Automation Analyst"
"ML Engineer"
"Data Entry Clerk"
"Automation Analyst"
"Chatbot Operator"
"Data Entry Clerk"
"Chatbot Operator"
"RPA Developer"
"Data Entry Clerk"
"ML Engineer"
"Data Entry Clerk"
"RPA Developer"
"Chatbot Operator"
"RPA Developer"
"Data Entry Clerk"
"RPA Developer"
"Chatbot Operator"
"ML Engineer"
"AI Engineer"
"Automation Analyst"
"AI Engineer"
"Chatbot Operator"
"ML Engineer"
"RPA Developer"
"ML Engineer"
"AI Engineer"
"Automation Analyst"
"ML Engineer"
"ML Engineer"
"AI Engineer"
"RPA Developer"
"Chatbot Operator"
"RPA Developer"
"RPA Developer"
"AI Engineer"
"RPA Developer"
"Data Entry Clerk"
"Automation Analyst"
"Automation Analyst"
"Automation Analyst"
"ML Engineer"
"Automation Analyst"
"Automation Analyst"
"Data Entry Clerk"
"RPA Developer"
"AI Engineer"
"Automation Analyst"
"RPA Developer"
"Chatbot Operator"
"AI Engineer"
"Data Entry Clerk"
"Data Entry Clerk"
"Automation Analyst"
"AI Engineer"
"Automation Analyst"
"Chatbot Operator"
"Chatbot Operator"
"RPA Developer"
"Automation Analyst"
"Chatbot Operator"
"RPA Developer"
"Automation Analyst"
"RPA Developer"
"ML Engineer"
"Chatbot Operator"
"Chatbot Operator"
"Chatbot Operator"
"Data Entry Clerk"
"AI Engineer"
"ML Engineer"
"RPA Developer"
"Data Entry Clerk"
"Data Entry Clerk"
"AI Engineer"
"RPA Developer"
"AI Engineer"
"RPA Developer"
"RPA Developer"
"Chatbot Operator"
"ML Engineer"
"ML Engineer"
"AI Engineer"
"Chatbot Operator"
"AI Engineer"
"RPA Developer"
"Data Entry Clerk"
"AI Engineer"
"ML Engineer"
"Data Entry Clerk"
"RPA Developer"
"Data Entry Clerk"
"ML Engineer"
"Data Entry Clerk"
"Chatbot Operator"
"Automation Analyst"
"Data Entry Clerk"
"Data Entry Clerk"
"Automation Analyst"
"Chatbot Operator"
"AI Engineer"
"AI Engineer"
"Automation Analyst"
"Data Entry Clerk"
"Data Entry Clerk"
"RPA Developer"
"Automation Analyst"
"Chatbot Operator"
"RPA Developer"
"Data Entry Clerk"
"AI Engineer"
"ML Engineer"
"Chatbot Operator"
"Data Entry Clerk"
"Chatbot Operator"
"ML Engineer"
"AI Engineer"
"RPA Developer"
"Chatbot Operator"
"Automation Analyst"
"Automation Analyst"
"Automation Analyst"
"AI Engineer"
"ML Engineer"
"Automation Analyst"
"AI Engineer"
"RPA Developer"
"RPA Developer"
"RPA Developer"
"ML Engineer"
"Data Entry Clerk"
"Data Entry Clerk"
"AI Engineer"
"RPA Developer"
"AI Engineer"
"Data Entry Clerk"
"Chatbot Operator"
"Automation Analyst"
"ML Engineer"
"ML Engineer"
"Automation Analyst"
"Automation Analyst"
"Data Entry Clerk"
"ML Engineer"
"Data Entry Clerk"
"RPA Developer"
"Automation Analyst"
"AI Engineer"
"Chatbot Operator"
"RPA Developer"
"Automation Analyst"
"RPA Developer"
"Data Entry Clerk"
"Chatbot Operator"
"AI Engineer"
"Data Entry Clerk"
"RPA Developer"
"AI Engineer"
"ML Engineer"
"AI Engineer"
"ML Engineer"
"Data Entry Clerk"
"RPA Developer"
"Chatbot Operator"
"AI Engineer"
"AI Engineer"
"Automation Analyst"
"RPA Developer"
"Data Entry Clerk"
"Chatbot Operator"
"Chatbot Operator"
"Data Entry Clerk"
"Automation Analyst"
"RPA Developer"
"Data Entry Clerk"
"Automation Analyst"
"AI Engineer"
"Data Entry Clerk"
"Data Entry Clerk"
"AI Engineer"
"Chatbot Operator"
"RPA Developer"
"Data Entry Clerk"
"Chatbot Operator"
"ML Engineer"
"Chatbot Operator"
"ML Engineer"
"Automation Analyst"
"Automation Analyst"
"Automation Analyst"
"Chatbot Operator"
"AI Engineer"
"Chatbot Operator"
"Chatbot Operator"
"Automation Analyst"
"Automation Analyst"
"Automation Analyst"
"Data Entry Clerk"
"AI Engineer"
"Data Entry Clerk"
"ML Engineer"
"ML Engineer"
"ML Engineer"
"Chatbot Operator"
"Chatbot Operator"
"RPA Developer"
"AI Engineer"
"Chatbot Operator"
"ML Engineer"
"ML Engineer"
"Chatbot Operator"
"Chatbot Operator"
"Automation Analyst"
"RPA Developer"
"AI Engineer"
"Chatbot Operator"
"AI Engineer"
"Automation Analyst"
"Automation Analyst"
"RPA Developer"
"RPA Developer"
"RPA Developer"
"AI Engineer"
"Chatbot Operator"
"RPA Developer"
"ML Engineer"
"AI Engineer"
"ML Engineer"
"AI Engineer"
"Chatbot Operator"
"RPA Developer"
"Automation Analyst"
"Chatbot Operator"
"ML Engineer"
"AI Engineer"
"Chatbot Operator"
"Data Entry Clerk"
"Chatbot Operator"
"RPA Developer"
"ML Engineer"
"Chatbot Operator"
"Chatbot Operator"
"Chatbot Operator"
"Data Entry Clerk"
"RPA Developer"
"AI Engineer"
"RPA Developer"
"ML Engineer"
"ML Engineer"
"RPA Developer"
"AI Engineer"
"ML Engineer"
"ML Engineer"
"Automation Analyst"
"Data Entry Clerk"
"Automation Analyst"
"AI Engineer"
"Chatbot Operator"
"RPA Developer"
"Chatbot Operator"
"AI Engineer"
"ML Engineer"
